"forecast_date","target","target_end_date","location","location_name","type","quantile","value"
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.1,208266
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.15,208751
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.2,209175
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.25,209585
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.3,209935
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.35,210328
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.4,210692
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.45,211064
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.5,211443
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.55,211840
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.6,212269
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.65,212766
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.7,213303
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.75,213971
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.8,214807
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.85,215825
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.9,217293
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.95,219937
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.975,222916
2021-05-03,"4 wk ahead cum case",2021-05-29,"PL72","Dolnoslaskie Province","quantile",0.99,226959
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","point",NA,1537
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","point",NA,890
2021-05-03,"3 wk ahead inc case",2021-05-22,"PL73","Kujawsko-Pomorskie Province","point",NA,514
2021-05-03,"4 wk ahead inc case",2021-05-29,"PL73","Kujawsko-Pomorskie Province","point",NA,289
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.01,800
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.025,910
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.05,1008
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.1,1128
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.15,1207
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.2,1268
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.25,1321
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.3,1374
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.35,1416
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.4,1458
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.45,1500
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.5,1537
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.55,1577
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.6,1614
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.65,1658
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.7,1703
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.75,1752
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.8,1805
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.85,1865
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.9,1945
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.95,2067
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.975,2162
2021-05-03,"1 wk ahead inc case",2021-05-08,"PL73","Kujawsko-Pomorskie Province","quantile",0.99,2277
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.01,322
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.025,380
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.05,445
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.1,527
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.15,590
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.2,639
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.25,683
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.3,727
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.35,768
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.4,809
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.45,849
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.5,890
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.55,931
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.6,979
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.65,1024
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.7,1076
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.75,1138
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.8,1204
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.85,1284
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.9,1394
